name,satellite,label,id
EPIC 246163416,K2,non_planet,
EPIC 251281013,K2,non_planet,
EPIC 251286992,K2,non_planet,
EPIC 251292508,K2,non_planet,
EPIC 251307609,K2,non_planet,
EPIC 251308775,K2,non_planet,
EPIC 251314585,K2,non_planet,
EPIC 251315031,K2,non_planet,
EPIC 251327548,K2,non_planet,
EPIC 251330444,K2,non_planet,
EPIC 251345848,K2,non_planet,
EPIC 251345849,K2,non_planet,
EPIC 251347050,K2,non_planet,
EPIC 251353301,K2,non_planet,
EPIC 251356484,K2,non_planet,
EPIC 251356953,K2,non_planet,
EPIC 251383916,K2,non_planet,
EPIC 251390801,K2,non_planet,
EPIC 251393748,K2,non_planet,
EPIC 251393916,K2,non_planet,
EPIC 251394139,K2,non_planet,
EPIC 251404897,K2,non_planet,
EPIC 251411166,K2,non_planet,
EPIC 251809286,K2,non_planet,
EPIC 251809628,K2,non_planet,
EPIC 228968232,K2,non_planet,
EPIC 248472140,K2,non_planet,
EPIC 248472140,K2,non_planet,
EPIC 248472140,K2,non_planet,
EPIC 202900527,K2,non_planet,
EPIC 202900527,K2,non_planet,
EPIC 202900527,K2,non_planet,
EPIC 202900527,K2,non_planet,
EPIC 206155547,K2,non_planet,
EPIC 206155547,K2,non_planet,
EPIC 206155547,K2,non_planet,
EPIC 206155547,K2,non_planet,
EPIC 206155547,K2,non_planet,
EPIC 206432863,K2,non_planet,
EPIC 206432863,K2,non_planet,
EPIC 206432863,K2,non_planet,
EPIC 206432863,K2,non_planet,
EPIC 206432863,K2,non_planet,
EPIC 210400751,K2,non_planet,
EPIC 210400751,K2,non_planet,
EPIC 210483889,K2,non_planet,
EPIC 211152484,K2,non_planet,
EPIC 210848071,K2,planet,
EPIC 210848071,K2,planet,
EPIC 210848071,K2,planet,
EPIC 201111557,K2,candidate,
EPIC 201111557,K2,candidate,
EPIC 201126503,K2,candidate,
EPIC 201127519,K2,candidate,
EPIC 201127519,K2,candidate,
EPIC 201147085,K2,candidate,
EPIC 201152065,K2,candidate,
EPIC 201160662,K2,candidate,
EPIC 201164625,K2,candidate,
EPIC 201166680,K2,candidate,
EPIC 201170410,K2,planet,
EPIC 201176672,K2,candidate,
EPIC 201176672,K2,candidate,
EPIC 201180665,K2,candidate,
EPIC 201182911,K2,candidate,
EPIC 201197348,K2,candidate,
EPIC 201197348,K2,candidate,
EPIC 201231940,K2,candidate,
EPIC 201238110,K2,planet,
EPIC 201238110,K2,planet,
EPIC 201238110,K2,candidate,
EPIC 201238110,K2,candidate,
EPIC 201238163,K2,candidate,
EPIC 201239401,K2,candidate,
EPIC 201239401,K2,candidate,
EPIC 201247497,K2,candidate,
EPIC 201247497,K2,candidate,
EPIC 201247497,K2,candidate,
EPIC 201258341,K2,candidate,
EPIC 201259803,K2,candidate,
EPIC 201264302,K2,candidate,
EPIC 201264302,K2,candidate,
EPIC 201264302,K2,candidate,
EPIC 201270176,K2,candidate,
EPIC 201270176,K2,candidate,
EPIC 201270464,K2,candidate,
EPIC 201274010,K2,candidate,
EPIC 201291843,K2,candidate,
EPIC 201299088,K2,candidate,
EPIC 201352100,K2,candidate,
EPIC 201352100,K2,candidate,
EPIC 201357835,K2,candidate,
EPIC 201359834,K2,candidate,
EPIC 201366540,K2,candidate,
EPIC 201390927,K2,candidate,
EPIC 201392505,K2,candidate,
EPIC 201407812,K2,candidate,
EPIC 201427007,K2,planet,
EPIC 201441872,K2,candidate,
EPIC 201441872,K2,candidate,
EPIC 201441872,K2,candidate,
EPIC 201445732,K2,candidate,
EPIC 201456770,K2,candidate,
EPIC 201488365,K2,candidate,
EPIC 201497682,K2,planet,
EPIC 201497682,K2,candidate,
EPIC 201497682,K2,candidate,
EPIC 201497682,K2,candidate,
EPIC 201497682,K2,candidate,
EPIC 201497682,K2,candidate,
EPIC 201512465,K2,candidate,
EPIC 201512465,K2,candidate,
EPIC 201512465,K2,candidate,
EPIC 201515470,K2,candidate,
EPIC 201516974,K2,candidate,
EPIC 201516974,K2,candidate,
EPIC 201521212,K2,candidate,
EPIC 201528215,K2,candidate,
EPIC 201528215,K2,candidate,
EPIC 201534540,K2,candidate,
EPIC 201541160,K2,candidate,
EPIC 201543531,K2,candidate,
EPIC 201546136,K2,candidate,
EPIC 201546136,K2,candidate,
EPIC 201556134,K2,candidate,
EPIC 201561956,K2,candidate,
EPIC 201563164,K2,candidate,
EPIC 201565013,K2,candidate,
EPIC 201565013,K2,candidate,
EPIC 201565013,K2,candidate,
EPIC 201565013,K2,candidate,
EPIC 201577017,K2,candidate,
EPIC 201577112,K2,candidate,
EPIC 201577112,K2,candidate,
EPIC 201588420,K2,candidate,
EPIC 201588420,K2,candidate,
EPIC 201595106,K2,planet,
EPIC 201595106,K2,planet,
EPIC 201595106,K2,planet,
EPIC 201595106,K2,planet,
EPIC 201596733,K2,candidate,
EPIC 201596733,K2,candidate,
EPIC 201596733,K2,candidate,
EPIC 201606542,K2,candidate,
EPIC 201606542,K2,candidate,
EPIC 201615463,K2,planet,
EPIC 201617985,K2,candidate,
EPIC 201617985,K2,candidate,
EPIC 201617985,K2,candidate,
EPIC 201617985,K2,candidate,
EPIC 201617985,K2,candidate,
EPIC 201619647,K2,candidate,
EPIC 201619647,K2,candidate,
EPIC 201626686,K2,candidate,
EPIC 201626686,K2,candidate,
EPIC 201631267,K2,candidate,
EPIC 201635132,K2,candidate,
EPIC 201635132,K2,candidate,
EPIC 201639576,K2,candidate,
EPIC 201650711,K2,candidate,
EPIC 201650711,K2,candidate,
EPIC 201650711,K2,candidate,
EPIC 201654498,K2,candidate,
EPIC 201663879,K2,candidate,
EPIC 201666578,K2,candidate,
EPIC 201683540,K2,candidate,
EPIC 201683540,K2,candidate,
EPIC 201702477,K2,candidate,
EPIC 201702477,K2,candidate,
EPIC 201705526,K2,candidate,
EPIC 201717159,K2,candidate,
EPIC 201717274,K2,candidate,
EPIC 201717274,K2,candidate,
EPIC 201717274,K2,candidate,
EPIC 201717274,K2,candidate,
EPIC 201720401,K2,candidate,
EPIC 201729655,K2,candidate,
EPIC 201732557,K2,candidate,
EPIC 201754305,K2,planet,
EPIC 201757695,K2,planet,
EPIC 201775904,K2,candidate,
EPIC 201785059,K2,candidate,
EPIC 201785059,K2,candidate,
EPIC 201785059,K2,candidate,
EPIC 201793642,K2,candidate,
EPIC 201828749,K2,candidate,
EPIC 201828749,K2,candidate,
EPIC 201828749,K2,candidate,
EPIC 201828749,K2,candidate,
EPIC 201828749,K2,candidate,
EPIC 201833600,K2,planet,
EPIC 201833600,K2,planet,
EPIC 201837434,K2,candidate,
EPIC 201841433,K2,planet,
EPIC 201841433,K2,planet,
EPIC 201841433,K2,planet,
EPIC 201841433,K2,candidate,
EPIC 201841433,K2,candidate,
EPIC 201846824,K2,candidate,
EPIC 201856786,K2,candidate,
EPIC 201856786,K2,candidate,
EPIC 201892470,K2,candidate,
EPIC 201896171,K2,candidate,
EPIC 201920032,K2,candidate,
EPIC 201920032,K2,candidate,
EPIC 201920032,K2,candidate,
EPIC 201920032,K2,candidate,
EPIC 201920032,K2,candidate,
EPIC 201920032,K2,candidate,
EPIC 201923289,K2,candidate,
EPIC 201923289,K2,candidate,
EPIC 201925324,K2,candidate,
EPIC 201927336,K2,candidate,
EPIC 201927336,K2,candidate,
EPIC 202060800,K2,candidate,
EPIC 202062450,K2,candidate,
EPIC 202064253,K2,candidate,
EPIC 202065819,K2,candidate,
EPIC 202066192,K2,candidate,
EPIC 202066537,K2,candidate,
EPIC 202066537,K2,candidate,
EPIC 202066537,K2,candidate,
EPIC 202066811,K2,candidate,
EPIC 202071289,K2,candidate,
EPIC 202071289,K2,candidate,
EPIC 202071289,K2,candidate,
EPIC 202071401,K2,candidate,
EPIC 202071401,K2,candidate,
EPIC 202071401,K2,candidate,
EPIC 202071635,K2,candidate,
EPIC 202071725,K2,candidate,
EPIC 202072596,K2,candidate,
EPIC 202072965,K2,candidate,
EPIC 202084970,K2,candidate,
EPIC 202085553,K2,candidate,
EPIC 202085597,K2,candidate,
EPIC 202085698,K2,candidate,
EPIC 202085934,K2,candidate,
EPIC 202086291,K2,candidate,
EPIC 202086968,K2,candidate,
EPIC 202088212,K2,candidate,
EPIC 202088212,K2,candidate,
EPIC 202088212,K2,candidate,
EPIC 202089657,K2,candidate,
EPIC 202089657,K2,candidate,
EPIC 202090152,K2,candidate,
EPIC 202090723,K2,candidate,
EPIC 202090737,K2,candidate,
EPIC 202091388,K2,candidate,
EPIC 202091388,K2,candidate,
EPIC 202091388,K2,candidate,
EPIC 202092480,K2,candidate,
EPIC 202092559,K2,candidate,
EPIC 202092782,K2,candidate,
EPIC 202093020,K2,candidate,
EPIC 202093020,K2,candidate,
EPIC 202093968,K2,candidate,
EPIC 202094740,K2,candidate,
EPIC 202094740,K2,candidate,
EPIC 202126847,K2,candidate,
EPIC 202126853,K2,candidate,
EPIC 202126884,K2,candidate,
EPIC 202126884,K2,candidate,
EPIC 202137637,K2,candidate,
EPIC 202139294,K2,candidate,
EPIC 202565282,K2,candidate,
EPIC 202565282,K2,candidate,
EPIC 202600948,K2,candidate,
EPIC 202634963,K2,candidate,
EPIC 202675839,K2,candidate,
EPIC 202675839,K2,candidate,
EPIC 202675839,K2,candidate,
EPIC 202688980,K2,candidate,
EPIC 202688980,K2,candidate,
EPIC 202710713,K2,candidate,
EPIC 202710713,K2,candidate,
EPIC 202710713,K2,candidate,
EPIC 202774883,K2,candidate,
EPIC 202821899,K2,candidate,
EPIC 202821899,K2,candidate,
EPIC 202821899,K2,candidate,
EPIC 202843107,K2,candidate,
EPIC 202893157,K2,candidate,
EPIC 202971774,K2,candidate,
EPIC 203042994,K2,candidate,
EPIC 203070421,K2,candidate,
EPIC 203099398,K2,candidate,
EPIC 203099398,K2,candidate,
EPIC 203139512,K2,candidate,
EPIC 203139512,K2,candidate,
EPIC 203294831,K2,candidate,
EPIC 203294831,K2,candidate,
EPIC 203294831,K2,candidate,
EPIC 203311200,K2,candidate,
EPIC 203311200,K2,candidate,
EPIC 203518244,K2,candidate,
EPIC 203533312,K2,candidate,
EPIC 203560204,K2,candidate,
EPIC 203616858,K2,candidate,
EPIC 203623230,K2,candidate,
EPIC 203633064,K2,candidate,
EPIC 203753577,K2,candidate,
EPIC 203753577,K2,candidate,
EPIC 203771098,K2,candidate,
EPIC 203784668,K2,candidate,
EPIC 203867512,K2,candidate,
EPIC 203867512,K2,candidate,
EPIC 203914123,K2,candidate,
EPIC 203925865,K2,candidate,
EPIC 203929178,K2,candidate,
EPIC 203942067,K2,candidate,
EPIC 204057095,K2,candidate,
EPIC 204057095,K2,candidate,
EPIC 204124270,K2,candidate,
EPIC 204128016,K2,candidate,
EPIC 204197636,K2,candidate,
EPIC 204276894,K2,candidate,
EPIC 204308061,K2,candidate,
EPIC 204312847,K2,candidate,
EPIC 204322265,K2,candidate,
EPIC 204346718,K2,candidate,
EPIC 204489514,K2,candidate,
EPIC 204529573,K2,candidate,
EPIC 204546592,K2,candidate,
EPIC 204576757,K2,candidate,
EPIC 204579445,K2,candidate,
EPIC 204634789,K2,candidate,
EPIC 204649811,K2,candidate,
EPIC 204649811,K2,candidate,
EPIC 204658292,K2,candidate,
EPIC 204676499,K2,candidate,
EPIC 204750116,K2,candidate,
EPIC 204763194,K2,candidate,
EPIC 204763194,K2,candidate,
EPIC 204791347,K2,candidate,
EPIC 204880394,K2,candidate,
EPIC 204884005,K2,candidate,
EPIC 204884005,K2,candidate,
EPIC 204888276,K2,candidate,
EPIC 204888276,K2,candidate,
EPIC 204914585,K2,candidate,
EPIC 204914585,K2,candidate,
EPIC 204990932,K2,candidate,
EPIC 204991696,K2,candidate,
EPIC 205029914,K2,candidate,
EPIC 205029914,K2,candidate,
EPIC 205029914,K2,candidate,
EPIC 205029914,K2,candidate,
EPIC 205029914,K2,candidate,
EPIC 205040048,K2,candidate,
EPIC 205040048,K2,candidate,
EPIC 205047565,K2,candidate,
EPIC 205050711,K2,candidate,
EPIC 205084841,K2,candidate,
EPIC 205084841,K2,candidate,
EPIC 205145448,K2,candidate,
EPIC 205145448,K2,candidate,
EPIC 205145448,K2,candidate,
EPIC 205146011,K2,candidate,
EPIC 205152172,K2,candidate,
EPIC 205152172,K2,candidate,
EPIC 205152172,K2,candidate,
EPIC 205152172,K2,candidate,
EPIC 205170731,K2,candidate,
EPIC 205205452,K2,candidate,
EPIC 205224877,K2,candidate,
EPIC 205242733,K2,candidate,
EPIC 205242733,K2,candidate,
EPIC 205252523,K2,candidate,
EPIC 205377483,K2,candidate,
EPIC 205463986,K2,candidate,
EPIC 205470347,K2,candidate,
EPIC 205483055,K2,candidate,
EPIC 205489894,K2,candidate,
EPIC 205489894,K2,candidate,
EPIC 205503762,K2,candidate,
EPIC 205530323,K2,candidate,
EPIC 205530323,K2,candidate,
EPIC 205570849,K2,candidate,
EPIC 205618538,K2,candidate,
EPIC 205632508,K2,candidate,
EPIC 205652650,K2,candidate,
EPIC 205703094,K2,candidate,
EPIC 205703094,K2,candidate,
EPIC 205938820,K2,candidate,
EPIC 205939498,K2,candidate,
EPIC 205943325,K2,candidate,
EPIC 205944181,K2,candidate,
EPIC 205944181,K2,candidate,
EPIC 205944181,K2,candidate,
EPIC 205944181,K2,candidate,
EPIC 205947161,K2,candidate,
EPIC 205947161,K2,candidate,
EPIC 205947161,K2,candidate,
EPIC 205947161,K2,candidate,
EPIC 205947214,K2,candidate,
EPIC 205950854,K2,planet,
EPIC 205950854,K2,planet,
EPIC 205950854,K2,planet,
EPIC 205951125,K2,candidate,
EPIC 205957328,K2,candidate,
EPIC 205957328,K2,candidate,
EPIC 205957328,K2,candidate,
EPIC 205962305,K2,candidate,
EPIC 205969319,K2,candidate,
EPIC 205976958,K2,candidate,
EPIC 205976958,K2,candidate,
EPIC 205981465,K2,candidate,
EPIC 205996447,K2,candidate,
EPIC 205998649,K2,candidate,
EPIC 205999468,K2,candidate,
EPIC 205999468,K2,candidate,
EPIC 205999468,K2,candidate,
EPIC 205999468,K2,candidate,
EPIC 206011849,K2,candidate,
EPIC 206024342,K2,planet,
EPIC 206024342,K2,planet,
EPIC 206024342,K2,planet,
EPIC 206024342,K2,planet,
EPIC 206024342,K2,planet,
EPIC 206024342,K2,planet,
EPIC 206024342,K2,planet,
EPIC 206024342,K2,planet,
EPIC 206024342,K2,planet,
EPIC 206028176,K2,candidate,
EPIC 206028176,K2,candidate,
EPIC 206028176,K2,candidate,
EPIC 206029242,K2,candidate,
EPIC 206029450,K2,candidate,
EPIC 206029450,K2,candidate,
EPIC 206031623,K2,candidate,
EPIC 206032309,K2,planet,
EPIC 206032309,K2,candidate,
EPIC 206036749,K2,candidate,
EPIC 206036749,K2,candidate,
EPIC 206042996,K2,planet,
EPIC 206042996,K2,planet,
EPIC 206042996,K2,planet,
EPIC 206042996,K2,planet,
EPIC 206042996,K2,planet,
EPIC 206047055,K2,candidate,
EPIC 206049452,K2,candidate,
EPIC 206056433,K2,candidate,
EPIC 206061524,K2,candidate,
EPIC 206061524,K2,candidate,
EPIC 206061524,K2,candidate,
EPIC 206061524,K2,candidate,
EPIC 206061524,K2,candidate,
EPIC 206061524,K2,candidate,
EPIC 206114294,K2,candidate,
EPIC 206114294,K2,candidate,
EPIC 206114294,K2,candidate,
EPIC 206114630,K2,candidate,
EPIC 206114630,K2,candidate,
EPIC 206133795,K2,candidate,
EPIC 206135075,K2,candidate,
EPIC 206135170,K2,candidate,
EPIC 206135267,K2,candidate,
EPIC 206135267,K2,candidate,
EPIC 206135682,K2,candidate,
EPIC 206151047,K2,candidate,
EPIC 206151047,K2,candidate,
EPIC 206151047,K2,candidate,
EPIC 206152015,K2,candidate,
EPIC 206155922,K2,candidate,
EPIC 206159027,K2,candidate,
EPIC 206169157,K2,candidate,
EPIC 206169157,K2,candidate,
EPIC 206169375,K2,candidate,
EPIC 206169375,K2,candidate,
EPIC 206169375,K2,candidate,
EPIC 206169375,K2,candidate,
EPIC 206175552,K2,candidate,
EPIC 206192335,K2,candidate,
EPIC 206192335,K2,candidate,
EPIC 206192335,K2,candidate,
EPIC 206192335,K2,candidate,
EPIC 206208956,K2,candidate,
EPIC 206215704,K2,planet,
EPIC 206215704,K2,planet,
EPIC 206215704,K2,planet,
EPIC 206215704,K2,candidate,
EPIC 206215704,K2,candidate,
EPIC 206226146,K2,candidate,
EPIC 206260577,K2,candidate,
EPIC 206262341,K2,candidate,
EPIC 206268084,K2,candidate,
EPIC 206298289,K2,candidate,
EPIC 206298289,K2,candidate,
EPIC 206298289,K2,candidate,
EPIC 206311743,K2,candidate,
EPIC 206312951,K2,candidate,
EPIC 206312951,K2,candidate,
EPIC 206315178,K2,candidate,
EPIC 206317286,K2,planet,
EPIC 206317286,K2,planet,
EPIC 206317286,K2,planet,
EPIC 206317286,K2,planet,
EPIC 206317286,K2,planet,
EPIC 206329937,K2,candidate,
EPIC 206344313,K2,candidate,
EPIC 206358352,K2,candidate,
EPIC 206360885,K2,candidate,
EPIC 206360885,K2,candidate,
EPIC 206369173,K2,candidate,
EPIC 206403979,K2,candidate,
EPIC 206414361,K2,candidate,
EPIC 206417197,K2,candidate,
EPIC 206417197,K2,candidate,
EPIC 206417197,K2,candidate,
EPIC 206439513,K2,candidate,
EPIC 206439513,K2,candidate,
EPIC 206461841,K2,candidate,
EPIC 206468053,K2,candidate,
EPIC 206476150,K2,candidate,
EPIC 206500801,K2,candidate,
EPIC 206532093,K2,candidate,
EPIC 206535016,K2,candidate,
EPIC 206535016,K2,candidate,
EPIC 206535016,K2,candidate,
EPIC 206543223,K2,candidate,
EPIC 206543223,K2,candidate,
EPIC 206543223,K2,candidate,
EPIC 207389002,K2,candidate,
EPIC 207739861,K2,candidate,
EPIC 208445756,K2,candidate,
EPIC 208833261,K2,candidate,
EPIC 208833261,K2,candidate,
EPIC 209036259,K2,candidate,
EPIC 209286622,K2,candidate,
EPIC 210365511,K2,candidate,
EPIC 210371175,K2,candidate,
EPIC 210384192,K2,candidate,
EPIC 210389383,K2,candidate,
EPIC 210394706,K2,candidate,
EPIC 210394706,K2,candidate,
EPIC 210418253,K2,candidate,
EPIC 210423938,K2,candidate,
